latitude,longitude,junction,zone
13.0460337,77.5049771,Unknown,Unknown
12.9283986,77.5999618,Unknown,Unknown
13.0081053,77.6956329,Unknown,Unknown
13.0091574,77.6622936,Unknown,Unknown
12.9721302,77.6070396,Unknown,Unknown
12.9888515,77.5084027,Unknown,Unknown
13.1173777,77.5777874,Unknown,Unknown
13.11539,77.6071067,Unknown,Unknown
12.9433634,77.5778127,Unknown,Unknown
12.9694819,77.7006441,Unknown,Unknown
12.9434044,77.5778786,Unknown,Unknown
12.9880117,77.5098991,Unknown,Unknown
13.0193245,77.5529483,Unknown,Unknown
12.9587208,77.5931516,Unknown,Unknown
13.0382283,77.626245,Unknown,Unknown
12.9255592,77.6087154,Unknown,Unknown
12.9853022,77.6436693,Unknown,Unknown
12.9695714,77.700534,Unknown,Unknown
12.9959395,77.5959461,Unknown,Unknown
13.1029761,77.5856628,Unknown,Unknown
13.1028933,77.5855267,Unknown,Unknown
13.025746,77.5210641,Unknown,Unknown
12.9360068,77.7070682,Unknown,Unknown
12.9795816,77.5819175,Unknown,Unknown
13.0474691,77.5723147,Unknown,Unknown
12.9618689,77.596462,Unknown,Unknown
13.0369084,77.5894315,Unknown,Unknown
12.984991,77.5722494,Unknown,Unknown
13.0369092,77.5894681,Unknown,Unknown
13.0310562,77.5405823,Unknown,Unknown
12.9543416,77.6804399,Unknown,Unknown
13.0410583,77.622995,Unknown,Unknown
12.9665342,77.5050712,Unknown,Unknown
13.0036663,77.6171413,Unknown,Unknown
13.0460949,77.6022145,Unknown,Unknown
13.0803194,77.5925547,Unknown,Unknown
12.9680242,77.6003686,Unknown,Unknown
13.0368728,77.5892809,Unknown,Unknown
12.9378809,77.5211092,Unknown,Unknown
12.989572,77.5016956,Unknown,Unknown
12.9665079,77.5871803,Unknown,Unknown
12.95932396,77.65444326,Unknown,Unknown
12.9663931,77.5871595,Unknown,Unknown
12.9680089,77.6004777,Unknown,Unknown
12.9393156,77.6355349,Unknown,Unknown
12.9375353,77.5208464,Unknown,Unknown
12.9982847,77.6722483,Unknown,Unknown
12.9752471,77.5706111,Unknown,Unknown
12.93753,77.6274494,Unknown,Unknown
12.9715101,77.5684949,Unknown,Unknown
13.0655698,77.4533063,Unknown,Unknown
12.9688585,77.5901555,Unknown,Unknown
12.9703792,77.6066712,Unknown,Unknown
12.9211004,77.6003174,Unknown,Unknown
12.8602848,77.5902661,Unknown,Unknown
12.9768056,77.5856935,Unknown,Unknown
12.9723745,77.5866446,Unknown,Unknown
13.1036169,77.6005732,Unknown,Unknown
12.9101768,77.6271689,Unknown,Unknown
12.9388153,77.6191067,Unknown,Unknown
13.0220829,77.5632262,Unknown,Unknown
13.0448569,77.581621,Unknown,Unknown
12.9570961,77.5742402,Unknown,Unknown
13.0292785,77.5396722,Unknown,Unknown
13.0189097,77.5838452,Unknown,Unknown
13.0694166,77.4455675,Unknown,Unknown
12.8570928,77.5889739,Unknown,Unknown
13.0079374,77.5487917,Unknown,Unknown
12.9875536,77.4751319,Unknown,Unknown
13.001201,77.5840085,Unknown,Unknown
13.0084486,77.6946979,Unknown,Unknown
13.1340883,77.616595,Unknown,Unknown
12.92118559,77.62042489,Unknown,Unknown
13.0778533,77.4301137,Unknown,Unknown
12.9651411,77.5980377,Unknown,Unknown
12.9636801,77.5843185,Unknown,Unknown
12.9386121,77.7473707,Unknown,Unknown
12.9025054,77.6316334,Unknown,Unknown
13.048064,77.5004272,Unknown,Unknown
13.0466837,77.5019219,Unknown,Unknown
12.9696034,77.7005489,Unknown,Unknown
12.8785233,77.6096717,Unknown,Unknown
12.92115128,77.62051642,Unknown,Unknown
13.0160987,77.562282,Unknown,Unknown
13.1188317,77.577265,Unknown,Unknown
12.9900352,77.5929919,Unknown,Unknown
13.0414005,77.6226506,Unknown,Unknown
13.0567366,77.5467281,Unknown,Unknown
12.9853023,77.6435876,Unknown,Unknown
12.9520767,77.540499,Unknown,Unknown
12.9884265,77.6894444,Unknown,Unknown
12.9939612,77.5957973,Unknown,Unknown
13.016978,77.6295862,Unknown,Unknown
12.9174564,77.5802737,Unknown,Unknown
12.9171847,77.5817486,Unknown,Unknown
13.0078569,77.662523,Unknown,Unknown
12.964707,77.5727963,Unknown,Unknown
12.9619885,77.5843182,Unknown,Unknown
12.9878367,77.5128914,Unknown,Unknown
12.9762198,77.5645931,Unknown,Unknown
13.0437161,77.6019219,Unknown,Unknown
12.9999193,77.583985,Unknown,Unknown
12.9594917,77.6529369,Unknown,Unknown
13.0443032,77.5819616,Unknown,Unknown
12.9519749,77.5158928,Unknown,Unknown
13.0576081,77.5464455,Unknown,Unknown
13.0188053,77.553156,Unknown,Unknown
13.0186835,77.5575717,Unknown,Unknown
12.9667558,77.5875476,Unknown,Unknown
13.0209048,77.5286592,Unknown,Unknown
13.0023819,77.6160362,Unknown,Unknown
13.1067566,77.6006731,Unknown,Unknown
12.9235986,77.5803287,Unknown,Unknown
13.0209014,77.5287807,Unknown,Unknown
12.9893938,77.506206,Unknown,Unknown
13.0413212,77.6224065,Unknown,Unknown
12.9169898,77.5968145,Unknown,Unknown
12.9129912,77.5667494,Unknown,Unknown
13.021709,77.5519174,Unknown,Unknown
13.0491879,77.4962055,Unknown,Unknown
12.9255742,77.6174592,Unknown,Unknown
12.9844596,77.6412874,Unknown,Unknown
12.8972718,77.5999018,Unknown,Unknown
12.9019622,77.6011975,Unknown,Unknown
12.95566159,77.72065301,Unknown,Unknown
13.0445101,77.5828738,Unknown,Unknown
13.04144,77.6222532,Unknown,Unknown
12.9736801,77.6109701,Unknown,Unknown
12.9669106,77.5680574,Unknown,Unknown
13.0020899,77.5839781,Unknown,Unknown
12.8862945,77.6409252,Unknown,Unknown
12.9225247,77.6194594,Unknown,Unknown
12.92108,77.5734531,Unknown,Unknown
13.0141472,77.5704446,Unknown,Unknown
13.0288605,77.54001,Unknown,Unknown
12.91427815,77.61741195,Unknown,Unknown
12.9567539,77.7013119,Unknown,Unknown
12.9575137,77.5522652,Unknown,Unknown
13.147734,77.6187076,Unknown,Unknown
12.9877075,77.5502777,Unknown,Unknown
12.929445,77.5628717,Unknown,Unknown
12.9541423,77.5436141,Unknown,Unknown
12.9707357,77.6198667,Unknown,Unknown
12.9480623,77.5985345,Unknown,Unknown
12.9520172,77.544036,Unknown,Unknown
12.9216369,77.6214779,Unknown,Unknown
13.01898142,77.65531138,Unknown,Unknown
13.0360276,77.5892476,Unknown,Unknown
13.0438244,77.55628,Unknown,Unknown
13.0289783,77.540115,Unknown,Unknown
13.1198,77.576805,Unknown,Unknown
13.2572966,77.7126622,Unknown,Unknown
13.0251258,77.5852107,Unknown,Unknown
13.003189,77.680613,Unknown,Unknown
12.9316347,77.6889171,Unknown,Unknown
12.9255403,77.6175176,Unknown,Unknown
12.9695804,77.7005848,Unknown,Unknown
12.9803302,77.5719733,Unknown,Unknown
12.9812197,77.5704953,Unknown,Unknown
12.981241,77.5705792,Unknown,Unknown
12.9826166,77.569553,Unknown,Unknown
12.9047523,77.5857161,Unknown,Unknown
12.9765795,77.611037,Unknown,Unknown
12.9823051,77.5644614,Unknown,Unknown
12.9822785,77.5644264,Unknown,Unknown
13.0162183,77.7092396,Unknown,Unknown
12.9830361,77.5972224,Unknown,Unknown
12.9982796,77.6718061,Unknown,Unknown
13.1037653,77.6013994,Unknown,Unknown
12.9681289,77.7017436,Unknown,Unknown
12.9275467,77.621335,Unknown,Unknown
12.9981229,77.552898,Unknown,Unknown
12.9389553,77.6945893,Unknown,Unknown
12.95438293,77.54231192,Unknown,Unknown
12.9720969,77.5867421,Unknown,Unknown
12.9383509,77.6945235,Unknown,Unknown
12.9758911,77.5644235,Unknown,Unknown
12.9126457,77.6255959,Unknown,Unknown
12.9887505,77.4724214,Unknown,Unknown
13.0438281,77.5540167,Unknown,Unknown
12.9377625,77.5850333,Unknown,Unknown
12.8399445,77.6769171,Unknown,Unknown
13.15527,77.6224983,Unknown,Unknown
12.935682,77.5127897,Unknown,Unknown
12.9695483,77.7531717,Unknown,Unknown
12.9207023,77.5802074,Unknown,Unknown
12.9684836,77.5874438,Unknown,Unknown
12.9971793,77.5957187,Unknown,Unknown
12.9648556,77.5860566,Unknown,Unknown
12.997643,77.5695705,Unknown,Unknown
12.9227833,77.6003476,Unknown,Unknown
12.9209907,77.6663196,Unknown,Unknown
13.0561108,77.632872,Unknown,Unknown
12.916946,77.5871065,Unknown,Unknown
12.9559471,77.7290451,Unknown,Unknown
13.0622879,77.6333968,Unknown,Unknown
12.9250715,77.6375839,Unknown,Unknown
12.9879187,77.5741471,Unknown,Unknown
13.0410972,77.6169798,Unknown,Unknown
13.0041989,77.6629544,Unknown,Unknown
13.0413173,77.6214906,Unknown,Unknown
13.0469513,77.5010307,Unknown,Unknown
12.9896925,77.5019422,Unknown,Unknown
12.9775143,77.608447,Unknown,Unknown
13.08313,77.5938833,Unknown,Unknown
12.96044159,77.64359885,Unknown,Unknown
13.044388,77.5830485,Unknown,Unknown
13.0166922,77.6606649,Unknown,Unknown
12.96035278,77.64401022,Unknown,Unknown
13.0445894,77.582909,Unknown,Unknown
12.9673232,77.7493808,Unknown,Unknown
12.9250539,77.6180915,Unknown,Unknown
13.0334217,77.5890136,Unknown,Unknown
12.9014646,77.6323309,Unknown,Unknown
12.9664716,77.5949491,Unknown,Unknown
12.9970068,77.5502223,Unknown,Unknown
13.0316423,77.6307164,Unknown,Unknown
12.9970695,77.5502774,Unknown,Unknown
12.9655901,77.6195322,Unknown,Unknown
12.9225895,77.6192286,Unknown,Unknown
12.96941313,77.70096937,Unknown,Unknown
13.0298298,77.5386426,Unknown,Unknown
13.0248346,77.5824579,Unknown,Unknown
13.01658,77.5565783,Unknown,Unknown
13.1904705,77.6456599,Unknown,Unknown
13.1501366,77.6196567,Unknown,Unknown
13.0405183,77.5443817,Unknown,Unknown
13.0145783,77.5850567,Unknown,Unknown
12.9062581,77.5733253,Unknown,Unknown
13.0503119,77.5929248,Unknown,Unknown
12.9695205,77.7005879,Unknown,Unknown
12.9528879,77.5410156,Unknown,Unknown
13.0673117,77.4496254,Unknown,Unknown
13.0343959,77.5303187,Unknown,Unknown
12.984355,77.5539533,Unknown,Unknown
12.9768265,77.5983612,Unknown,Unknown
12.9861017,77.6457067,Unknown,Unknown
12.9929454,77.5952517,Unknown,Unknown
13.0712314,77.4423253,Unknown,Unknown
12.9080608,77.6924291,Unknown,Unknown
13.0412733,77.6152267,Unknown,Unknown
13.1033967,77.60037,Unknown,Unknown
12.9743412,77.549272,Unknown,Unknown
12.9898458,77.5026764,Unknown,Unknown
12.9687152,77.7011103,Unknown,Unknown
13.0723917,77.5927483,Unknown,Unknown
12.9609423,77.6382014,Unknown,Unknown
12.964045,77.5882867,Unknown,Unknown
12.9612975,77.5335061,Unknown,Unknown
12.9613042,77.533498,Unknown,Unknown
13.0101317,77.7002983,Unknown,Unknown
12.9668653,77.5051417,Unknown,Unknown
13.0413309,77.6224083,Unknown,Unknown
12.9613234,77.533513,Unknown,Unknown
12.9763157,77.5990705,Unknown,Unknown
13.0088816,77.6964241,Unknown,Unknown
12.9274715,77.6211811,Unknown,Unknown
12.9832471,77.5960489,Unknown,Unknown
12.9832244,77.5960152,Unknown,Unknown
12.989118,77.5082493,Unknown,Unknown
12.9933993,77.5742441,Unknown,Unknown
12.9752109,77.5869675,Unknown,Unknown
13.109253,77.6039911,Unknown,Unknown
12.9608586,77.7477127,Unknown,Unknown
12.98425609,77.58240759,"Trilight Circle,Race course Road",Central Zone 2
13.0199222,77.5345337,Unknown,Unknown
13.0445014,77.5829582,Unknown,Unknown
13.1102841,77.5802353,Unknown,Unknown
13.177818,77.6368573,Unknown,Unknown
12.9694637,77.700664,Unknown,Unknown
12.9774011,77.6269206,Unknown,Unknown
12.9697236,77.7005968,Unknown,Unknown
13.0508036,77.4912695,Unknown,Unknown
12.94750702,77.53336802,Unknown,Unknown
13.0586995,77.4680397,Unknown,Unknown
12.9260949,77.676568,Unknown,Unknown
12.987823,77.512435,Unknown,Unknown
12.9566617,77.5495833,Unknown,Unknown
12.9973228,77.6641514,Unknown,Unknown
12.9842805,77.6416475,Unknown,Unknown
13.0427284,77.5979712,Unknown,Unknown
12.9600092,77.556583,Unknown,Unknown
13.0119491,77.5293045,Unknown,Unknown
12.9601813,77.5564813,Unknown,Unknown
13.078493,77.4281944,Unknown,Unknown
13.177835,77.6368417,Unknown,Unknown
12.9244288,77.5803387,Unknown,Unknown
12.87043927,77.65311466,Unknown,Unknown
12.9864603,77.5211997,Unknown,Unknown
12.89123888,77.63875445,Unknown,Unknown
12.969728,77.7007284,Unknown,Unknown
13.0018428,77.5843292,Unknown,Unknown
12.993472,77.5714758,Unknown,Unknown
13.0658946,77.6517394,Unknown,Unknown
13.0344357,77.5886854,Unknown,Unknown
12.983856,77.577635,Unknown,Unknown
12.9855766,77.5883309,Unknown,Unknown
13.0046075,77.5839114,Unknown,Unknown
12.9242728,77.6289004,Unknown,Unknown
12.9608055,77.5837247,Unknown,Unknown
13.0403623,77.5179334,Unknown,Unknown
13.0352838,77.5890301,Unknown,Unknown
13.0436163,77.5842162,Unknown,Unknown
12.9879465,77.5770686,Unknown,Unknown
12.9166339,77.6069179,Unknown,Unknown
12.9498233,77.69933,Unknown,Unknown
12.9996084,77.5837695,Unknown,Unknown
12.9583327,77.5541315,Unknown,Unknown
13.1215829,77.6101747,Unknown,Unknown
13.0115327,77.5545571,Unknown,Unknown
13.0223143,77.6485684,Unknown,Unknown
12.912748,77.5588434,Unknown,Unknown
12.9823017,77.5942383,Unknown,Unknown
12.9355966,77.5128078,Unknown,Unknown
12.979504,77.5985573,Unknown,Unknown
12.9595489,77.7016722,Unknown,Unknown
12.9561108,77.6939527,Unknown,Unknown
12.9738083,77.5504283,Unknown,Unknown
12.9561458,77.6939553,Unknown,Unknown
12.956161,77.6940295,Unknown,Unknown
12.9562766,77.6940173,Unknown,Unknown
12.9564768,77.6941351,Unknown,Unknown
13.0085526,77.6963208,Unknown,Unknown
12.906651,77.6009742,Unknown,Unknown
13.030265,77.5376033,Unknown,Unknown
12.9674799,77.5881237,Unknown,Unknown
12.9561595,77.6939741,Unknown,Unknown
12.9366109,77.518765,Unknown,Unknown
13.0452724,77.7494475,Unknown,Unknown
13.033398,77.5690336,Unknown,Unknown
12.9504221,77.537437,Unknown,Unknown
12.9592669,77.5555347,Unknown,Unknown
13.021451,77.5314713,Unknown,Unknown
13.0443681,77.5087934,Unknown,Unknown
12.9053338,77.6303169,Unknown,Unknown
12.9677358,77.5926048,Unknown,Unknown
13.0309467,77.587015,Unknown,Unknown
13.0701255,77.5922792,Unknown,Unknown
13.1611682,77.595828,Unknown,Unknown
12.9227216,77.5434673,Unknown,Unknown
13.0384323,77.6256945,Unknown,Unknown
13.0602175,77.5935431,Unknown,Unknown
12.9766405,77.6013729,Unknown,Unknown
12.966418,77.6082732,Unknown,Unknown
12.95259479,77.54110281,Unknown,Unknown
12.9599609,77.5745574,Unknown,Unknown
13.0702559,77.5926919,Unknown,Unknown
12.9736658,77.5133989,Unknown,Unknown
13.034825,77.628625,Unknown,Unknown
12.967418,77.588269,Unknown,Unknown
13.0007295,77.5693615,Unknown,Unknown
12.9600313,77.5744891,Unknown,Unknown
13.0457678,77.7502019,Unknown,Unknown
13.0387847,77.5206675,Unknown,Unknown
13.0143908,77.5836271,Unknown,Unknown
13.02668698,77.53509982,Unknown,Unknown
12.9656183,77.7489031,Unknown,Unknown
12.9424427,77.7473603,Unknown,Unknown
12.9121114,77.6260189,Unknown,Unknown
13.0610784,77.4615127,Unknown,Unknown
13.048748,77.5492821,Unknown,Unknown
13.1212512,77.6104673,Unknown,Unknown
12.8526382,77.5884433,Unknown,Unknown
12.9747008,77.5706582,Unknown,Unknown
12.9386197,77.5219954,Unknown,Unknown
12.9899456,77.5050229,Unknown,Unknown
12.9632366,77.5891728,Unknown,Unknown
13.0364192,77.5247759,Unknown,Unknown
13.0186047,77.7071521,Unknown,Unknown
13.0407863,77.5178574,Unknown,Unknown
12.9995843,77.6743103,Unknown,Unknown
12.9167593,77.5951407,Unknown,Unknown
13.0005685,77.5839731,Unknown,Unknown
12.9694437,77.7006895,Unknown,Unknown
12.9624489,77.5946026,Unknown,Unknown
12.9620776,77.5947155,Unknown,Unknown
13.1247059,77.5743002,Unknown,Unknown
12.9563033,77.5471671,Unknown,Unknown
13.0449799,77.5816081,Unknown,Unknown
12.9807787,77.6028248,Unknown,Unknown
12.8919266,77.5983469,Unknown,Unknown
13.0328676,77.5330108,Unknown,Unknown
13.0419935,77.5153312,Unknown,Unknown
13.0191133,77.5396468,Unknown,Unknown
13.0389307,77.625055,Unknown,Unknown
12.930687,77.5434701,Unknown,Unknown
12.9639551,77.588634,Unknown,Unknown
12.9210146,77.6205632,Unknown,Unknown
13.0555567,77.5933147,Unknown,Unknown
13.0413445,77.6224077,Unknown,Unknown
13.0209793,77.5840805,Unknown,Unknown
12.9886292,77.5758557,Unknown,Unknown
12.9757277,77.61296523,Unknown,Unknown
12.97418017,77.56631681,Unknown,Unknown
13.0077059,77.5922018,Unknown,Unknown
12.98324679,77.57715769,SubbannaJunction,Central Zone 2
12.9801824,77.5725653,Unknown,Unknown
12.9558953,77.5459545,Unknown,Unknown
12.9427109,77.6224099,Unknown,Unknown
13.0288889,77.6323128,Unknown,Unknown
13.1044428,77.6011616,Unknown,Unknown
12.9746942,77.5449116,Unknown,Unknown
12.9747373,77.5448528,Unknown,Unknown
12.9617008,77.634324,Unknown,Unknown
12.9382954,77.7454769,Unknown,Unknown
13.0333937,77.5689916,Unknown,Unknown
13.0197106,77.654167,Unknown,Unknown
13.0282668,77.6321698,Unknown,Unknown
13.0400877,77.5186791,Unknown,Unknown
12.9730724,77.6986806,Unknown,Unknown
13.0335005,77.5689799,Unknown,Unknown
12.9832947,77.5956604,Unknown,Unknown
12.9796097,77.570913,Unknown,Unknown
13.0184217,77.56126,Unknown,Unknown
13.0099235,77.5058763,Unknown,Unknown
13.0446846,77.5906536,Unknown,Unknown
12.9730838,77.6986944,Unknown,Unknown
12.9730824,77.6986825,Unknown,Unknown
12.9934253,77.6611102,Unknown,Unknown
12.9075587,77.6286337,Unknown,Unknown
13.2304362,77.6909324,Unknown,Unknown
13.0425079,77.5145663,Unknown,Unknown
13.0446989,77.5905775,Unknown,Unknown
12.9167203,77.5950157,Unknown,Unknown
12.9838995,77.5970018,Unknown,Unknown
12.9642504,77.5705495,Unknown,Unknown
13.0445083,77.5828633,Unknown,Unknown
13.020831,77.6508104,Unknown,Unknown
13.0437543,77.5998765,Unknown,Unknown
12.9799244,77.5811144,Unknown,Unknown
12.9371017,77.5203667,Unknown,Unknown
12.9874512,77.5194712,Unknown,Unknown
12.9963651,77.4894975,Unknown,Unknown
12.9274483,77.621305,Unknown,Unknown
12.9884781,77.5108199,Unknown,Unknown
12.9869915,77.5190838,Unknown,Unknown
13.0201251,77.5838337,Unknown,Unknown
13.0357972,77.5413416,Unknown,Unknown
12.9978142,77.7214548,Unknown,Unknown
12.9785516,77.5151675,Unknown,Unknown
12.9220949,77.6452776,Unknown,Unknown
12.931129,77.6339107,Unknown,Unknown
12.9989211,77.7220684,Unknown,Unknown
12.9971019,77.7208783,Unknown,Unknown
12.9811734,77.5732257,Unknown,Unknown
13.0243033,77.5848783,Unknown,Unknown
13.0453488,77.5075914,Unknown,Unknown
13.0191483,77.65442,Unknown,Unknown
13.0074843,77.662499,Unknown,Unknown
13.0908603,77.5965681,Unknown,Unknown
13.0287972,77.6206363,Unknown,Unknown
13.0468297,77.5012172,Unknown,Unknown
12.9758667,77.5875667,Unknown,Unknown
13.0039808,77.7275065,Unknown,Unknown
12.995207,77.6661212,Unknown,Unknown
12.91173196,77.55831806,Unknown,Unknown
13.0938815,77.5971259,YelhankaCircle,Unknown
13.0413417,77.6225267,Unknown,Unknown
13.03502,77.5885367,Unknown,Unknown
12.9615967,77.5617183,Unknown,Unknown
12.9808111,77.6028631,Unknown,Unknown
13.0389266,77.5181671,Unknown,Unknown
12.9572592,77.5518976,Unknown,Unknown
12.9593603,77.5558637,Unknown,Unknown
13.0410532,77.5189396,Unknown,Unknown
13.0492206,77.645498,Unknown,Unknown
12.9162337,77.6153047,Unknown,Unknown
13.0158106,77.5629245,Unknown,Unknown
13.0413404,77.6223957,Unknown,Unknown
12.9695083,77.7005878,Unknown,Unknown
12.9124633,77.6380122,Unknown,Unknown
13.0582702,77.468073,Unknown,Unknown
13.0767192,77.5914269,Unknown,Unknown
13.0439611,77.5571076,Unknown,Unknown
12.98305,77.7522217,Unknown,Unknown
12.8360731,77.6794939,Unknown,Unknown
13.0991641,77.5975429,Unknown,Unknown
12.9192208,77.5422099,Unknown,Unknown
13.0224438,77.6018719,Unknown,Unknown
13.0786447,77.5921502,Unknown,Unknown
13.0296599,77.5383617,Unknown,Unknown
12.9616822,77.5842475,Unknown,Unknown
13.0387687,77.5891785,Unknown,Unknown
13.0343209,77.5304246,Unknown,Unknown
12.9116917,77.626182,Unknown,Unknown
13.0499771,77.592746,Unknown,Unknown
12.9749679,77.5866242,Unknown,Unknown
12.995197,77.6084033,Unknown,Unknown
12.9673304,77.5123658,Unknown,Unknown
12.9694371,77.7006242,Unknown,Unknown
12.9211519,77.6204241,Unknown,Unknown
13.1013365,77.5835663,Unknown,Unknown
12.9880025,77.4946104,Unknown,Unknown
13.0423267,77.5489333,Unknown,Unknown
13.0102851,77.6621048,Unknown,Unknown
12.8744258,77.7664716,Unknown,Unknown
13.0322831,77.5880287,Unknown,Unknown
12.9357412,77.7066865,Unknown,Unknown
12.9749573,77.5746712,Unknown,Unknown
13.0408793,77.6173343,Unknown,Unknown
12.9238396,77.5534147,Unknown,Unknown
12.9898548,77.5019798,Unknown,Unknown
13.0949551,77.5972563,Unknown,Unknown
12.9175333,77.6230267,Unknown,Unknown
13.0323017,77.5880183,Unknown,Unknown
12.927405,77.6214276,Unknown,Unknown
12.91704,77.5838333,Unknown,Unknown
12.9993376,77.584343,Unknown,Unknown
12.9275142,77.6213827,Unknown,Unknown
12.999321,77.6738404,Unknown,Unknown
12.9139691,77.6779392,Unknown,Unknown
13.0295507,77.5387229,Unknown,Unknown
12.9838366,77.5970804,Unknown,Unknown
12.9596298,77.5744326,Unknown,Unknown
12.9713268,77.6195551,Unknown,Unknown
12.9365078,77.5179874,Unknown,Unknown
13.0551266,77.4739854,Unknown,Unknown
13.0530263,77.6460574,Unknown,Unknown
12.9696868,77.7004176,Unknown,Unknown
13.1222466,77.6106497,Unknown,Unknown
12.988835,77.4725683,Unknown,Unknown
12.9169956,77.5897016,Unknown,Unknown
13.0105086,77.58363,Unknown,Unknown
12.989149,77.4716616,Unknown,Unknown
12.9436786,77.5744352,Unknown,Unknown
13.0735695,77.5033353,Unknown,Unknown
13.0392365,77.5181492,Unknown,Unknown
12.9654016,77.6009454,Unknown,Unknown
12.871779,77.6519104,Unknown,Unknown
13.0426613,77.5978718,Unknown,Unknown
12.9988251,77.5839152,Unknown,Unknown
13.0550633,77.5935483,Unknown,Unknown
13.0413305,77.619256,Unknown,Unknown
13.0744126,77.4380138,Unknown,Unknown
12.9614379,77.5611814,Unknown,Unknown
12.9837217,77.6404533,Unknown,Unknown
13.0093563,77.6623064,Unknown,Unknown
13.0453965,77.5082477,Unknown,Unknown
13.0438821,77.5538565,Unknown,Unknown
13.0184294,77.5318872,Unknown,Unknown
12.9243358,77.6287373,Unknown,Unknown
13.0190913,77.5319319,Unknown,Unknown
12.9082725,77.6916917,Unknown,Unknown
13.0554052,77.4788579,Unknown,Unknown
13.0650633,77.4538592,Unknown,Unknown
12.9221649,77.6589628,Unknown,Unknown
13.025476,77.5120557,Unknown,Unknown
13.05342267,77.75779724,Unknown,Unknown
13.0445332,77.5829857,Unknown,Unknown
13.0668552,77.5931188,Unknown,Unknown
12.9211133,77.6204127,Unknown,Unknown
13.0216827,77.5519487,Unknown,Unknown
12.9212916,77.6202835,AyyappaTempleJunc,South Zone 2
12.953076,77.5400812,Unknown,Unknown
13.0419493,77.515386,Unknown,Unknown
13.04121,77.54605,Unknown,Unknown
12.9857142,77.6442674,Unknown,Unknown
13.0288855,77.5402327,Unknown,Unknown
12.8871667,77.5968183,Unknown,Unknown
12.9929258,77.5714901,Unknown,Unknown
12.9548277,77.5443857,Unknown,Unknown
12.9859006,77.5885846,Unknown,Unknown
13.1079417,77.602705,Unknown,Unknown
13.0818349,77.5927639,Unknown,Unknown
13.0225146,77.6018347,Unknown,Unknown
12.9975298,77.5534236,Unknown,Unknown
13.0122874,77.5090347,Unknown,Unknown
12.9694761,77.7006303,Unknown,Unknown
12.9958759,77.5715134,Unknown,Unknown
13.044021,77.508357,Unknown,Unknown
12.995356,77.6670634,Unknown,Unknown
13.1476184,77.6191976,Unknown,Unknown
12.9641603,77.5698017,Unknown,Unknown
12.9160554,77.6168548,Unknown,Unknown
12.9890248,77.4994542,Unknown,Unknown
12.9117601,77.5672079,Unknown,Unknown
12.9711411,77.5977666,Unknown,Unknown
13.0449282,77.5816866,Unknown,Unknown
13.0824285,77.5932016,Unknown,Unknown
13.0415405,77.5471261,Unknown,Unknown
12.970333,77.6100462,Unknown,Unknown
12.9424506,77.7471773,Unknown,Unknown
12.940784,77.5248097,Unknown,Unknown
13.0273217,77.5794943,Unknown,Unknown
12.9675876,77.5896026,Unknown,Unknown
12.944928,77.6026878,Unknown,Unknown
13.0357763,77.5415265,Unknown,Unknown
13.0284364,77.632117,Unknown,Unknown
12.9258395,77.6761401,Unknown,Unknown
13.0567614,77.4750998,Unknown,Unknown
12.9580733,77.5539867,Unknown,Unknown
13.08507,77.5932683,Unknown,Unknown
12.9317452,77.6138217,Unknown,Unknown
13.1217612,77.6117675,Unknown,Unknown
13.0144058,77.5836784,Unknown,Unknown
13.0459326,77.7502339,Unknown,Unknown
12.9559519,77.716416,Unknown,Unknown
13.0423044,77.514709,Unknown,Unknown
13.0413659,77.6224657,Unknown,Unknown
13.0519675,77.4881966,Unknown,Unknown
12.9677335,77.5744926,Unknown,Unknown
12.9424889,77.7474591,Unknown,Unknown
12.9758821,77.5868134,Unknown,Unknown
12.9423948,77.6225743,Unknown,Unknown
13.043501,77.5573519,Unknown,Unknown
12.96854,77.5126404,Unknown,Unknown
12.9992886,77.5838117,Unknown,Unknown
12.9138731,77.5670625,Unknown,Unknown
13.0531027,77.6459625,Unknown,Unknown
13.0278723,77.5715932,Unknown,Unknown
12.9707873,77.5762439,Unknown,Unknown
13.0481768,77.6453207,Unknown,Unknown
12.9248733,77.6273117,Unknown,Unknown
12.973045,77.6986928,Unknown,Unknown
13.00701,77.59236,Unknown,Unknown
12.92490766,77.61830594,AyyappaTempleJunc,Unknown
13.0457526,77.5056862,Unknown,Unknown
12.9594033,77.5556832,Unknown,Unknown
12.9960828,77.6680963,Unknown,Unknown
13.0569168,77.593818,Unknown,Unknown
13.0128499,77.5545509,Unknown,Unknown
12.9559433,77.5458728,Unknown,Unknown
12.9974785,77.5455357,Unknown,Unknown
12.9075316,77.6288928,Unknown,Unknown
13.0003793,77.757606,Unknown,Unknown
12.9247117,77.6180436,Unknown,Unknown
12.9730347,77.6986979,Unknown,Unknown
12.9688404,77.5683589,Unknown,Unknown
12.9250928,77.6088219,Unknown,Unknown
12.9572818,77.552223,Unknown,Unknown
13.0018141,77.5944199,Unknown,Unknown
12.9612972,77.5591971,Unknown,Unknown
12.9170409,77.5812865,Unknown,Unknown
12.9510735,77.5954322,Unknown,Unknown
12.9169873,77.5812147,Unknown,Unknown
12.9732417,77.5084717,Unknown,Unknown
13.0039464,77.5937308,Unknown,Unknown
12.9936017,77.5956095,Unknown,Unknown
12.9624773,77.5947208,Unknown,Unknown
12.9005383,77.6226733,Unknown,Unknown
